FirstName,LastName,Email,Address,Subscription Plan,Monthly Streams Limit,Cost,Credit Card Number,ExpDate,Song Title,Artist Name,Album Title,Genre,Device,Song Length (min),Playlist Name,Playlist Position,Date,Over Limit,Pay-Per-Stream Fee
Ivy,Taylor,spruceln.ivytaylor@music.com,"1822 Spruce Ln, FL",Free,10,0,6231-5819-9520-6242,1/17/2026,Good Grace,Hillsong UNITED,People,Blues,Tablet,8,Relax,39,1/10/2024 18:03:15,No,0
Grace,Jackson,hickoryct.gracejackson@music.com,"268 Hickory Ct, PA",Basic,50,4.99,3361-5700-1123-8708,1/12/2026,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Rock,Desktop,6,Sleep,90,3/29/2024 18:03:15,No,0
Eve,White,birchst.evewhite@music.com,"1711 Birch St, WA",Free,10,0,2004-9245-9160-3082,1/17/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Pop,Mobile,4,Chill,39,9/7/2024 18:03:15,No,0
Oscar,Smith,elmst.oscarsmith@music.com,"1781 Elm St, IL",Basic,50,4.99,9065-7462-4576-5693,1/12/2026,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Pop,Tablet,7,Chill,47,3/14/2024 18:03:15,No,0
Oscar,Clark,oakave.oscarclark@music.com,"5087 Oak Ave, MI",Premium,100,9.99,2811-9114-1213-1940,1/7/2026,You Say,Lauren Daigle,Look Up Child,Jazz,Tablet,4,Study,84,1/25/2024 18:03:16,No,0
Tom,Taylor,birchst.tomtaylor@music.com,"1798 Birch St, IL",Premium,100,9.99,3684-7704-7816-7343,1/2/2026,See a Victory,Elevation Worship,At Midnight,Jazz,Mobile,6,Road Trip,87,12/20/2023 18:03:17,No,0
Leo,Perez,hickoryct.leoperez@music.com,"2816 Hickory Ct, FL",Premium,100,9.99,4306-3587-8820-8508,12/28/2025,God Only Knows,for KING & COUNTRY,Burn the Ships,Pop,Desktop,3,Workout,35,9/16/2024 18:03:17,No,0
Alice,White,spruceln.alicewhite@music.com,"5977 Spruce Ln, FL",Free,10,0,9850-8520-7917-9677,1/2/2026,Till I Found You,Phil Wickham,Living Hope,Electronic,Desktop,5,Chill,64,12/6/2023 18:03:17,No,0
Quinn,Lopez,willowblvd.quinnlopez@music.com,"2586 Willow Blvd, FL",Free,10,0,3129-9865-6163-7169,1/7/2026,Rescue,Lauren Daigle,Look Up Child,Reggae,Mobile,4,Relax,84,11/27/2023 18:03:17,No,0
Jack,Jackson,cedarave.jackjackson@music.com,"6583 Cedar Ave, MI",Basic,50,4.99,9575-6477-3465-3423,1/2/2026,Another in the Fire,Hillsong UNITED,People,Reggae,Mobile,7,Workout,50,10/15/2023 18:03:17,No,0
Frank,Lee,maplest.franklee@music.com,"9742 Maple St, CA",Free,10,0,3597-2541-8274-3770,1/7/2026,Do It Again,Elevation Worship,There Is a Cloud,Rock,Desktop,6,Road Trip,87,9/24/2023 18:03:18,No,0
Grace,Clark,cedarave.graceclark@music.com,"279 Cedar Ave, CA",Free,10,0,8840-5646-1010-4398,1/12/2026,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Jazz,Tablet,4,Study,57,2/16/2024 18:03:18,No,0
Tom,Brown,elmst.tombrown@music.com,"6503 Elm St, TX",Premium,100,9.99,5305-3014-7672-5768,1/7/2026,Gratitude,Brandon Lake,House of Miracles,Jazz,Tablet,7,Chill,73,2/8/2024 18:03:18,No,0
Pam,Clark,elmst.pamclark@music.com,"2757 Elm St, MI",Free,10,0,9309-8366-7249-1831,1/12/2026,Reckless Love,Cory Asbury,Reckless Love,Classical,Desktop,5,Chill,70,8/27/2024 18:03:18,No,0
Pam,Moore,maplest.pammoore@music.com,"2027 Maple St, WA",Basic,50,4.99,4543-6152-1677-1059,1/7/2026,Raise a Hallelujah,Bethel Music,Victory,Pop,Desktop,7,Focus,25,3/16/2024 18:03:18,No,0
Ivy,Wilson,spruceln.ivywilson@music.com,"8887 Spruce Ln, IL",Free,10,0,4161-9101-7500-3736,1/12/2026,Rise Up (Lazarus),CAIN,Rise Up,Reggae,Tablet,4,Focus,95,3/1/2024 18:03:18,No,0
Leo,Scott,birchst.leoscott@music.com,"805 Birch St, FL",Basic,50,4.99,4775-5195-9627-8351,1/7/2026,God Only Knows,for KING & COUNTRY,Burn the Ships,Blues,Tablet,3,Sleep,26,2/21/2024 18:03:19,No,0
Ivy,Thomas,maplest.ivythomas@music.com,"3217 Maple St, OH",Premium,100,9.99,7228-3521-3224-1039,1/2/2026,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Country,Tablet,7,Chill,82,10/13/2023 18:03:19,No,0
Alice,Johnson,willowblvd.alicejohnson@music.com,"5180 Willow Blvd, OH",Premium,100,9.99,4418-3309-8603-7172,12/28/2025,Oceans (Where Feet May Fail),Hillsong United,Zion,Reggae,Desktop,9,Relax,36,1/10/2024 18:03:20,No,0
Alice,Smith,ashdr.alicesmith@music.com,"223 Ash Dr, CA",Free,10,0,1791-7051-9416-7875,1/2/2026,You Say,Lauren Daigle,Look Up Child,Electronic,Tablet,4,Chill,22,5/25/2024 18:03:20,No,0
Karen,Lee,cedarave.karenlee@music.com,"9916 Cedar Ave, CA",Premium,100,9.99,6757-4371-1644-7558,12/28/2025,Living Hope,Phil Wickham,Living Hope,Pop,Tablet,5,Workout,96,1/8/2024 18:03:20,No,0
Mona,Thomas,maplest.monathomas@music.com,"9667 Maple St, PA",Free,10,0,3411-2217-1669-6219,1/2/2026,Do It Again,Elevation Worship,There Is a Cloud,Rock,Mobile,6,Study,79,6/4/2024 18:03:21,No,0
Oscar,Perez,spruceln.oscarperez@music.com,"6001 Spruce Ln, IL",Premium,100,9.99,1718-6493-5304-6287,12/28/2025,Hold On to Me,Lauren Daigle,Hold On to Me,Classical,Mobile,4,Study,54,5/31/2024 18:03:21,No,0
Grace,Johnson,spruceln.gracejohnson@music.com,"2447 Spruce Ln, OH",Premium,100,9.99,1528-1619-2155-6616,12/23/2025,Rise Up (Lazarus),CAIN,Rise Up,Rock,Desktop,4,Workout,13,5/4/2024 18:03:21,No,0
Bob,Miller,cedarave.bobmiller@music.com,"8931 Cedar Ave, CA",Premium,100,9.99,4715-4500-7569-2036,12/18/2025,Gratitude,Brandon Lake,House of Miracles,Reggae,Desktop,7,Chill,73,1/10/2024 18:03:22,No,0
Alice,Wilson,elmst.alicewilson@music.com,"8969 Elm St, FL",Premium,100,9.99,9322-4595-5505-6005,12/13/2025,Run to the Father,Cody Carnes,Run to the Father,Hip-Hop,Desktop,6,Road Trip,75,10/18/2023 18:03:22,No,0
Frank,Thompson,willowblvd.frankthompson@music.com,"1237 Willow Blvd, TX",Basic,50,4.99,6853-4709-6386-2117,12/8/2025,Another in the Fire,Hillsong UNITED,People,Electronic,Tablet,7,Party,44,10/23/2023 18:03:22,No,0
Tom,Brown,cedarave.tombrown@music.com,"1629 Cedar Ave, FL",Premium,100,9.99,4510-5576-7493-4832,12/3/2025,Good Grace,Hillsong UNITED,People,Blues,Mobile,8,Focus,10,3/24/2024 18:03:22,No,0
Pam,Martin,ashdr.pammartin@music.com,"5150 Ash Dr, WA",Premium,100,9.99,7358-8207-5001-6339,11/28/2025,Chain Breaker,Zach Williams,Chain Breaker,Metal,Desktop,3,Focus,31,8/24/2024 18:03:23,No,0
Nina,Taylor,maplest.ninataylor@music.com,"6326 Maple St, PA",Free,10,0,1908-8951-3567-1502,12/3/2025,Way Maker,Leeland,Better Word,Pop,Desktop,8,Chill,31,2/3/2024 18:03:24,No,0
Sara,Moore,hickoryct.saramoore@music.com,"5412 Hickory Ct, WA",Free,10,0,3832-7452-7742-7161,12/8/2025,Till I Found You,Phil Wickham,Living Hope,Rock,Mobile,5,Road Trip,48,11/5/2023 18:03:25,No,0
Sara,Miller,spruceln.saramiller@music.com,"9149 Spruce Ln, NC",Free,10,0,6984-4787-3762-1608,12/13/2025,Living Hope,Phil Wickham,Living Hope,Reggae,Tablet,5,Sleep,83,5/8/2024 18:03:25,No,0
Grace,Brown,cedarave.gracebrown@music.com,"770 Cedar Ave, OH",Premium,100,9.99,5838-4340-6834-2690,12/8/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Classical,Mobile,4,Chill,98,11/9/2023 18:03:25,No,0
Jack,Johnson,elmst.jackjohnson@music.com,"3001 Elm St, PA",Basic,50,4.99,8357-3308-8240-4730,12/3/2025,Living Hope,Phil Wickham,Living Hope,Metal,Mobile,5,Chill,50,1/28/2024 18:03:25,No,0
Sara,Moore,hickoryct.saramoore@music.com,"5412 Hickory Ct, WA",Free,10,0,3805-1851-2530-9643,12/8/2025,Another in the Fire,Hillsong UNITED,People,Rock,Tablet,7,Focus,78,4/19/2024 18:03:25,Yes,0.25
Quinn,Davis,spruceln.quinndavis@music.com,"2214 Spruce Ln, TX",Basic,50,4.99,5655-6171-5203-7864,12/3/2025,Reckless Love,Cory Asbury,Reckless Love,Jazz,Tablet,5,Relax,92,1/10/2024 18:03:25,No,0
Hank,Anderson,maplest.hankanderson@music.com,"6605 Maple St, FL",Premium,100,9.99,2919-4480-4980-5806,11/28/2025,Good Grace,Hillsong UNITED,People,Rock,Tablet,8,Party,33,1/18/2024 18:03:26,No,0
Grace,Johnson,spruceln.gracejohnson@music.com,"5401 Spruce Ln, CA",Premium,100,9.99,1739-4469-3625-7924,11/23/2025,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Pop,Tablet,7,Road Trip,50,2/18/2024 18:03:26,No,0
Grace,Thomas,elmst.gracethomas@music.com,"8507 Elm St, PA",Free,10,0,7203-5734-9926-7465,11/28/2025,Rescue,Lauren Daigle,Look Up Child,Pop,Desktop,4,Study,46,8/1/2024 18:03:26,Yes,0.25
Sara,Clark,birchst.saraclark@music.com,"9151 Birch St, FL",Basic,50,4.99,7639-4148-1678-2141,11/23/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Electronic,Desktop,4,Focus,45,11/27/2023 18:03:26,No,0
Sara,Smith,ashdr.sarasmith@music.com,"1296 Ash Dr, NY",Free,10,0,6985-3195-8602-5924,11/28/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Reggae,Mobile,4,Workout,32,3/11/2024 18:03:27,No,0
Karen,Brown,oakave.karenbrown@music.com,"9856 Oak Ave, NC",Free,10,0,9595-5772-1928-4585,12/3/2025,Living Hope,Phil Wickham,Living Hope,Classical,Mobile,5,Road Trip,52,1/17/2024 18:03:27,No,0
Grace,King,cedarave.graceking@music.com,"1486 Cedar Ave, PA",Premium,100,9.99,6635-6247-5360-2355,11/28/2025,Holy Water,We The Kingdom,Holy Water,Hip-Hop,Mobile,5,Road Trip,24,7/22/2024 18:03:27,No,0
Jack,Clark,spruceln.jackclark@music.com,"7903 Spruce Ln, PA",Basic,50,4.99,7270-9216-9632-7196,11/23/2025,Battle Belongs,Phil Wickham,Hymn of Heaven,Country,Mobile,4,Sleep,31,1/13/2024 18:03:28,No,0
Jack,Johnson,elmst.jackjohnson@music.com,"3001 Elm St, PA",Premium,100,9.99,1085-9447-6206-5621,11/18/2025,Rescue,Lauren Daigle,Look Up Child,Pop,Desktop,4,Chill,51,9/6/2024 18:03:28,No,0
Grace,Miller,birchst.gracemiller@music.com,"9093 Birch St, TX",Basic,50,4.99,7328-6275-6496-5505,11/13/2025,Living Hope,Phil Wickham,Living Hope,Rock,Desktop,5,Party,38,9/17/2024 18:03:28,No,0
Hank,Perez,pinerd.hankperez@music.com,"4471 Pine Rd, IL",Basic,50,4.99,3022-7256-9146-2184,11/8/2025,Do It Again,Elevation Worship,There Is a Cloud,Classical,Mobile,6,Sleep,94,10/8/2023 18:03:28,No,0
Pam,Smith,willowblvd.pamsmith@music.com,"5553 Willow Blvd, TX",Premium,100,9.99,2861-8841-7350-8687,11/3/2025,Till I Found You,Phil Wickham,Living Hope,Hip-Hop,Desktop,5,Workout,100,8/15/2024 18:03:28,No,0
Quinn,Davis,spruceln.quinndavis@music.com,"2214 Spruce Ln, TX",Free,10,0,4783-7261-2226-8793,11/8/2025,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Blues,Mobile,9,Focus,43,11/11/2023 18:03:29,No,0
Frank,Davis,ashdr.frankdavis@music.com,"7501 Ash Dr, TX",Free,10,0,9170-2927-7363-6261,11/13/2025,Living Hope,Phil Wickham,Living Hope,Blues,Tablet,5,Workout,58,7/16/2024 18:03:29,No,0
Karen,Thomas,hickoryct.karenthomas@music.com,"7928 Hickory Ct, IL",Premium,100,9.99,3788-8509-6638-3132,11/8/2025,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Hip-Hop,Tablet,4,Sleep,65,1/16/2024 18:03:29,No,0
Sara,Moore,oakave.saramoore@music.com,"318 Oak Ave, NY",Premium,100,9.99,4853-7451-3658-9186,11/3/2025,Alive & Breathing,Matt Maher,Alive & Breathing,Jazz,Tablet,4,Relax,54,1/27/2024 18:03:29,No,0
Tom,Brown,elmst.tombrown@music.com,"6503 Elm St, TX",Free,10,0,8991-7760-2709-6305,11/8/2025,See a Victory,Elevation Worship,At Midnight,Reggae,Desktop,6,Study,16,4/7/2024 18:03:29,Yes,0.25
Ivy,Taylor,birchst.ivytaylor@music.com,"8555 Birch St, FL",Basic,50,4.99,1768-6840-1389-3132,11/3/2025,Living Hope,Phil Wickham,Living Hope,Metal,Desktop,5,Workout,50,7/21/2024 18:03:30,No,0
Grace,King,willowblvd.graceking@music.com,"3835 Willow Blvd, TX",Basic,50,4.99,5631-3594-9650-4121,10/29/2025,Battle Belongs,Phil Wickham,Hymn of Heaven,Blues,Desktop,4,Focus,30,3/6/2024 18:03:30,No,0
Eve,Johnson,cedarave.evejohnson@music.com,"4947 Cedar Ave, CA",Free,10,0,8562-7950-6845-8539,11/3/2025,Raise a Hallelujah,Bethel Music,Victory,Blues,Desktop,7,Chill,78,5/17/2024 18:03:30,No,0
Oscar,Perez,spruceln.oscarperez@music.com,"6001 Spruce Ln, IL",Free,10,0,9801-1918-4499-5516,11/8/2025,Battle Belongs,Phil Wickham,Hymn of Heaven,Electronic,Tablet,4,Study,42,8/15/2024 18:03:30,Yes,0.25
Tom,Johnson,pinerd.tomjohnson@music.com,"7226 Pine Rd, CA",Basic,50,4.99,3591-1356-2401-9191,11/3/2025,King of Kings,Hillsong Worship,Awake,Blues,Tablet,5,Study,15,3/19/2024 18:03:30,No,0
Frank,Davis,ashdr.frankdavis@music.com,"7501 Ash Dr, TX",Free,10,0,9843-3261-7794-2233,11/8/2025,God Only Knows,for KING & COUNTRY,Burn the Ships,Blues,Mobile,3,Party,73,5/15/2024 18:03:31,Yes,0.25
Pam,Clark,elmst.pamclark@music.com,"9094 Elm St, NC",Free,10,0,6569-8915-3683-2867,11/13/2025,Way Maker,Leeland,Better Word,Country,Mobile,8,Focus,57,12/21/2023 18:03:31,No,0
Tom,Lee,willowblvd.tomlee@music.com,"6925 Willow Blvd, CA",Premium,100,9.99,1300-4119-6797-6785,11/8/2025,God Only Knows,for KING & COUNTRY,Burn the Ships,Hip-Hop,Desktop,3,Workout,13,7/30/2024 18:03:31,No,0
Leo,Johnson,cedarave.leojohnson@music.com,"8886 Cedar Ave, PA",Free,10,0,2266-3815-4524-9435,11/13/2025,Raise a Hallelujah,Bethel Music,Victory,Pop,Tablet,7,Workout,24,3/2/2024 18:03:31,No,0
Eve,Moore,hickoryct.evemoore@music.com,"4669 Hickory Ct, IL",Basic,50,4.99,5652-2691-5037-5497,11/8/2025,Rise Up (Lazarus),CAIN,Rise Up,Jazz,Mobile,4,Chill,88,3/2/2024 18:03:31,No,0
Jack,King,cedarave.jackking@music.com,"3215 Cedar Ave, FL",Free,10,0,3541-1300-2004-7885,11/13/2025,Gratitude,Brandon Lake,House of Miracles,Classical,Desktop,7,Chill,78,11/28/2023 18:03:31,No,0
Frank,Anderson,birchst.frankanderson@music.com,"5136 Birch St, PA",Basic,50,4.99,3868-3307-1281-4047,11/8/2025,Till I Found You,Phil Wickham,Living Hope,Blues,Desktop,5,Chill,99,3/26/2024 18:03:32,No,0
Mona,King,hickoryct.monaking@music.com,"1939 Hickory Ct, MI",Free,10,0,9151-7875-5515-8367,11/13/2025,Rise Up (Lazarus),CAIN,Rise Up,Country,Desktop,4,Relax,72,5/30/2024 18:03:32,No,0
Oscar,Lopez,willowblvd.oscarlopez@music.com,"8396 Willow Blvd, OH",Basic,50,4.99,3815-7048-6341-8383,11/8/2025,Till I Found You,Phil Wickham,Living Hope,Rock,Desktop,5,Party,30,6/28/2024 18:03:33,No,0
Nina,Johnson,birchst.ninajohnson@music.com,"5325 Birch St, FL",Premium,100,9.99,8787-6331-2758-9473,11/3/2025,Another in the Fire,Hillsong UNITED,People,Country,Tablet,7,Focus,88,9/26/2023 18:03:33,No,0
Eve,Martin,pinerd.evemartin@music.com,"9880 Pine Rd, MI",Free,10,0,1320-9633-3097-5068,11/8/2025,Chain Breaker,Zach Williams,Chain Breaker,Blues,Tablet,3,Party,77,12/26/2023 18:03:33,No,0
Frank,Clark,elmst.frankclark@music.com,"8376 Elm St, WA",Basic,50,4.99,8122-3426-6183-6318,11/3/2025,Known,Tauren Wells,Hills and Valleys,Jazz,Mobile,4,Sleep,87,8/10/2024 18:03:34,No,0
Eve,Moore,hickoryct.evemoore@music.com,"4669 Hickory Ct, IL",Basic,50,4.99,7685-4184-6361-4314,10/29/2025,You Say,Lauren Daigle,Look Up Child,Electronic,Desktop,4,Study,17,9/28/2023 18:03:35,No,0
Bob,Lee,willowblvd.boblee@music.com,"5004 Willow Blvd, CA",Basic,50,4.99,3119-1462-9780-5597,10/24/2025,Holy Water,We The Kingdom,Holy Water,Reggae,Tablet,5,Study,74,1/6/2024 18:03:35,No,0
Karen,Perez,elmst.karenperez@music.com,"8782 Elm St, OH",Basic,50,4.99,9179-8055-8568-1941,10/19/2025,Oceans (Where Feet May Fail),Hillsong United,Zion,Hip-Hop,Mobile,9,Party,36,5/28/2024 18:03:35,No,0
Jack,Taylor,willowblvd.jacktaylor@music.com,"3544 Willow Blvd, MI",Premium,100,9.99,2183-8591-4413-6118,10/14/2025,Hold On to Me,Lauren Daigle,Hold On to Me,Rock,Tablet,4,Chill,82,1/4/2024 18:03:35,No,0
Jack,Taylor,birchst.jacktaylor@music.com,"4905 Birch St, CA",Free,10,0,8681-3541-3811-6539,10/19/2025,Graves into Gardens,Elevation Worship,Graves into Gardens,Metal,Desktop,7,Chill,4,4/25/2024 18:03:35,No,0
Nina,Jackson,oakave.ninajackson@music.com,"9098 Oak Ave, FL",Basic,50,4.99,3548-1216-9035-4155,10/14/2025,Do It Again,Elevation Worship,There Is a Cloud,Pop,Desktop,6,Party,66,1/10/2024 18:03:36,No,0
Tom,Johnson,willowblvd.tomjohnson@music.com,"4557 Willow Blvd, FL",Basic,50,4.99,3503-4097-4146-1626,10/9/2025,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Country,Mobile,6,Focus,53,1/13/2024 18:03:36,No,0
Grace,Anderson,elmst.graceanderson@music.com,"283 Elm St, NY",Basic,50,4.99,5021-1305-3138-2900,10/4/2025,Gratitude,Brandon Lake,House of Miracles,Electronic,Tablet,7,Workout,67,4/19/2024 18:03:36,No,0
Mona,Martin,hickoryct.monamartin@music.com,"7836 Hickory Ct, NC",Free,10,0,8434-7656-8760-5430,10/9/2025,Another in the Fire,Hillsong UNITED,People,Blues,Tablet,7,Party,20,2/7/2024 18:03:36,No,0
Hank,Thompson,willowblvd.hankthompson@music.com,"2043 Willow Blvd, NC",Premium,100,9.99,6866-3584-9972-2628,10/4/2025,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Hip-Hop,Tablet,6,Road Trip,89,2/10/2024 18:03:36,No,0
Dave,Wilson,cedarave.davewilson@music.com,"6738 Cedar Ave, MI",Premium,100,9.99,8065-7680-1933-2435,9/29/2025,Known,Tauren Wells,Hills and Valleys,Classical,Desktop,4,Relax,88,12/5/2023 18:03:37,No,0
Nina,Scott,elmst.ninascott@music.com,"4890 Elm St, FL",Premium,100,9.99,9503-8598-4663-5520,9/24/2025,Way Maker,Leeland,Better Word,Pop,Tablet,8,Relax,38,11/25/2023 18:03:37,No,0
Quinn,Davis,spruceln.quinndavis@music.com,"2214 Spruce Ln, TX",Free,10,0,8462-3619-2268-1629,9/29/2025,Another in the Fire,Hillsong UNITED,People,Country,Mobile,7,Sleep,42,10/9/2023 18:03:37,No,0
Eve,Anderson,oakave.eveanderson@music.com,"1243 Oak Ave, NY",Premium,100,9.99,1714-3273-8518-8976,9/24/2025,Way Maker,Leeland,Better Word,Hip-Hop,Desktop,8,Road Trip,13,6/8/2024 18:03:37,No,0
Bob,Lee,oakave.boblee@music.com,"6065 Oak Ave, NY",Basic,50,4.99,3626-9889-5765-5220,9/19/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Classical,Mobile,4,Focus,92,10/18/2023 18:03:37,No,0
Grace,Brown,spruceln.gracebrown@music.com,"8371 Spruce Ln, MI",Free,10,0,1236-6192-4612-3654,9/24/2025,Good Grace,Hillsong UNITED,People,Blues,Tablet,8,Road Trip,10,6/10/2024 18:03:37,Yes,0.25
Mona,Miller,maplest.monamiller@music.com,"6051 Maple St, CA",Premium,100,9.99,4820-3317-6277-6518,9/19/2025,Another in the Fire,Hillsong UNITED,People,Pop,Tablet,7,Sleep,25,3/15/2024 18:03:38,No,0
Jack,Smith,maplest.jacksmith@music.com,"3175 Maple St, WA",Free,10,0,5426-6019-4804-7422,9/24/2025,Till I Found You,Phil Wickham,Living Hope,Blues,Mobile,5,Study,48,1/11/2024 18:03:38,No,0
Tom,Johnson,ashdr.tomjohnson@music.com,"2851 Ash Dr, PA",Free,10,0,8098-1570-4596-6551,9/29/2025,Do It Again,Elevation Worship,There Is a Cloud,Jazz,Mobile,6,Sleep,54,2/1/2024 18:03:38,Yes,0.25
Dave,Jackson,willowblvd.davejackson@music.com,"6868 Willow Blvd, MI",Basic,50,4.99,2637-1460-7528-5838,9/24/2025,Do It Again,Elevation Worship,There Is a Cloud,Electronic,Desktop,6,Relax,93,10/19/2023 18:03:38,No,0
Mona,King,hickoryct.monaking@music.com,"1939 Hickory Ct, MI",Premium,100,9.99,2627-3055-5533-6935,9/19/2025,Good Grace,Hillsong UNITED,People,Reggae,Desktop,8,Chill,85,12/21/2023 18:03:38,No,0
Sara,Thompson,spruceln.sarathompson@music.com,"8519 Spruce Ln, MI",Basic,50,4.99,9544-6481-9740-5267,9/14/2025,Another in the Fire,Hillsong UNITED,People,Hip-Hop,Tablet,7,Workout,29,8/22/2024 18:03:39,No,0
Frank,Lee,maplest.franklee@music.com,"9742 Maple St, CA",Premium,100,9.99,4087-5743-8057-8455,9/9/2025,Who You Say I Am,Hillsong Worship,There Is More,Blues,Mobile,5,Relax,27,12/6/2023 18:03:39,No,0
Bob,King,cedarave.bobking@music.com,"8159 Cedar Ave, OH",Basic,50,4.99,4086-7798-5373-3070,9/4/2025,Who You Say I Am,Hillsong Worship,There Is More,Country,Tablet,5,Relax,50,3/14/2024 18:03:39,No,0
Eve,Wilson,pinerd.evewilson@music.com,"6261 Pine Rd, FL",Premium,100,9.99,7902-1801-2139-6183,8/30/2025,See a Victory,Elevation Worship,At Midnight,Pop,Desktop,6,Party,71,1/10/2024 18:03:39,No,0
Pam,Smith,elmst.pamsmith@music.com,"3140 Elm St, FL",Basic,50,4.99,1531-1666-2132-4283,8/25/2025,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Blues,Mobile,7,Chill,99,6/5/2024 18:03:40,No,0
Hank,Clark,birchst.hankclark@music.com,"8244 Birch St, FL",Premium,100,9.99,5130-2175-8566-8028,8/20/2025,Oceans (Where Feet May Fail),Hillsong United,Zion,Jazz,Tablet,9,Party,88,1/7/2024 18:03:40,No,0
Grace,Davis,oakave.gracedavis@music.com,"541 Oak Ave, WA",Basic,50,4.99,3989-2506-6336-7768,8/15/2025,Do It Again,Elevation Worship,There Is a Cloud,Blues,Mobile,6,Sleep,79,11/28/2023 18:03:40,No,0
Quinn,Scott,willowblvd.quinnscott@music.com,"3589 Willow Blvd, PA",Premium,100,9.99,4225-6080-6659-4043,8/10/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Country,Tablet,4,Party,100,1/8/2024 18:03:40,No,0
Ivy,King,pinerd.ivyking@music.com,"371 Pine Rd, MI",Basic,50,4.99,9848-5707-2862-2831,8/5/2025,Another in the Fire,Hillsong UNITED,People,Hip-Hop,Tablet,7,Relax,94,11/27/2023 18:03:40,No,0
Tom,Clark,ashdr.tomclark@music.com,"9015 Ash Dr, NC",Basic,50,4.99,8555-3912-2434-2116,7/31/2025,Rescue,Lauren Daigle,Look Up Child,Rock,Mobile,4,Relax,57,11/8/2023 18:03:40,No,0
Alice,Wilson,maplest.alicewilson@music.com,"8778 Maple St, TX",Free,10,0,1446-4112-5972-1050,8/5/2025,Raise a Hallelujah,Bethel Music,Victory,Electronic,Tablet,7,Focus,54,2/14/2024 18:03:41,Yes,0.25
Nina,White,spruceln.ninawhite@music.com,"8983 Spruce Ln, OH",Premium,100,9.99,7319-9087-6746-6030,7/31/2025,Holy Water,We The Kingdom,Holy Water,Pop,Tablet,5,Study,86,7/7/2024 18:03:41,No,0
Karen,Lee,pinerd.karenlee@music.com,"756 Pine Rd, WA",Basic,50,4.99,8872-8691-7489-1703,7/26/2025,Holy Water,We The Kingdom,Holy Water,Rock,Desktop,5,Study,50,6/19/2024 18:03:41,No,0
Grace,Moore,maplest.gracemoore@music.com,"5637 Maple St, OH",Free,10,0,9535-5568-3491-9097,7/31/2025,Do It Again,Elevation Worship,There Is a Cloud,Blues,Mobile,6,Party,36,6/8/2024 18:03:41,No,0
Nina,Jackson,oakave.ninajackson@music.com,"1801 Oak Ave, PA",Free,10,0,2279-6849-3155-4185,8/5/2025,Good Grace,Hillsong UNITED,People,Reggae,Desktop,8,Chill,65,9/10/2024 18:03:41,No,0
Frank,Moore,birchst.frankmoore@music.com,"5566 Birch St, NY",Basic,50,4.99,5474-2325-5550-9792,7/31/2025,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Reggae,Desktop,4,Party,85,11/6/2023 18:03:42,No,0
Frank,Taylor,maplest.franktaylor@music.com,"6311 Maple St, NY",Free,10,0,3121-4433-9012-7587,7/26/2025,Oceans (Where Feet May Fail),Hillsong United,Zion,Pop,Mobile,9,Study,27,4/17/2024 18:03:42,No,0
Jack,Wilson,maplest.jackwilson@music.com,"4617 Maple St, OH",Premium,100,9.99,3180-7966-6142-2750,7/31/2025,King of Kings,Hillsong Worship,Awake,Pop,Mobile,5,Relax,99,2/5/2024 18:03:42,No,0
Alice,Lopez,willowblvd.alicelopez@music.com,"8820 Willow Blvd, MI",Free,10,0,1076-8646-1170-1398,7/26/2025,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Jazz,Desktop,7,Sleep,71,11/14/2023 18:03:43,No,0
Rob,Taylor,maplest.robtaylor@music.com,"4245 Maple St, NC",Free,10,0,6873-1525-1513-7587,7/21/2025,Chain Breaker,Zach Williams,Chain Breaker,Electronic,Tablet,3,Workout,65,5/10/2024 18:03:43,No,0
Jack,Davis,elmst.jackdavis@music.com,"5489 Elm St, MI",Free,10,0,5211-3351-8309-9212,7/16/2025,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Blues,Tablet,4,Relax,37,7/11/2024 18:03:43,No,0
Alice,Miller,elmst.alicemiller@music.com,"208 Elm St, CA",Premium,100,9.99,2879-8120-8652-8746,7/21/2025,Till I Found You,Phil Wickham,Living Hope,Blues,Mobile,5,Sleep,45,5/6/2024 18:03:43,No,0
